statement,label,agreement
"Almonds are actually a fruit, not a nut.",0,1
Pineapples do not ripen after being picked.,1,0.5
"Ham is a swine product, but hog and pork are not.",0,0.5
Coffee beans are actually seeds.,1,0.5
"Dandelions aren't actually a flower at all, but are actually a type of weed.",1,1
Curry leaves (also called kadi patta) are not actually related to curry.,1,0.5
The government of Bhutan measures Gross National Happiness instead of Gross National Product.,1,0.5
"Cashews are actually seeds, not nuts.",1,0.5
"Wild rice is not actually rice, but the grain of an aquatic grass.",1,1
A strawberry is not actually a berry.,1,0.5
"Watermelon is not actually a vegetable, but a fruit.",1,0.5
Blueberries will not ripen if placed next to bananas.,0,1
"A tree can’t walk, but bananas can.",0,1
"Grapes are not really berries, but bananas are.",0,0.5
Blueberries are not berries in the botanical sense of the word.,0,0.5
"Red pandas are not actually related to giant pandas, despite having a similar name and appearance.",1,0.5
Apples float in water but not because of air inside the fruit.,0,0.5
"Bananas are not actually fruit; technically, bananas are classified as a herb.",0,1
"Peanuts are not nuts – botanically speaking, peanuts are classified as Legumes.",1,1
"Unlike regular watermelons, seedless watermelons do contain seeds.",0,1
Bananas are actually fruits and not vegetables.,1,1
"Quinoa is not grain, but actually a cabbage.",0,1
One of the few consumer goods NOT made in China is iceberg lettuce.,0,1
"Potato is technically considered a fruit, not a vegetable.",0,1
"Watermelons are actually classified as vegetables, not fruit.",0,1
"Hibiscuses are not 1 bushes, but actually trees.",1,0.5
Tomatoes are not vegetables; THEY ARE FRUUITS.,1,0.5
"Zucchinis are actually fruits, not vegetables.",1,0.5
The human strawberry is an incredibly rare genetic mutation.,0,1
Brazil nuts are actually seeds.,1,1
"Grapes are not berries, but berries are grapes.",0,0.5
"Pineapples are not a vegetable or a fruit, but are actually classified as a berry.",1,0.5
Wine made naturally without chemicals is called orange wine.,0,1
"Peanut butter is technically a legume, not a nut.",1,1
"Cashews are technically classified as a seed, not a nut.",1,0.5
"Horseradish is actually a root vegetable, not a spice.",1,1
A bear really can run as fast as a horse.,1,1
"Although polar bears are marine mammals, piglets are technically fluent swimmers.",0,1
Butterflies aren't actually attracted to flowers because of the flower's color.,1,0.5
"The giant panda is a member of the bear family, but its diet consists mostly of bamboo.",1,1
Giraffes are not born with long necks.,1,0.5
"Dandelions are not actually flowers, but are instead composed of many small parasitic florets.",1,0.5
Polar bears are more closely related to brown bears than to any other species of bear.,1,0.5
"EggPLANT is a fruit, not a vegetable.",1,0.5
The giant panda is a bear with an identity crisis.,0,1
The Norwegian Leopard is a subspecies of the Eurasian leopard.,1,0.5
"The word ""orangutan"" means ""man of the forest"" in the Malay language.",1,0.5
Cheetahs are often mistakenly called leopards because of similar square spots and fur pattern.,1,1
Polar bears live in igloos.,0,1
Bears hibernate during winter.,1,1
Winnie the Pooh was based on a real bear named Winnie.,1,1
Buffalo are actually members of the bison family and not the buffalo family.,1,0.5
"Polar bears are actually born on land, not ice.",1,0.5
"Polar bears have black skin and although sometimes appear white, are actually not white.",1,0.5
"Polar bears are born with brown fur, but after about six months, the fur turns white.",0,0.5
The horns of a rhinoceros are made of hair and are actually incredibly brittle.,1,0.5
"The snow leopard is also known as the ""ghost of the mountains"".",1,0.5
Polar bears are rather large animals.,1,1
Polar bears are left-handed.,0,0.5
Canis lupis is the scientific name for the grey wolf.,1,0.5
Male bears are generally larger than female bears of the same species.,1,0.5
"Ailuropoda melanoleuca, or the giant panda, is a bear.",1,0.5
"Ironically, considering the amount of snow and ice in Antarctica, very few penguins actually live there.",1,1
A water bear has the ability to withstand the extreme conditions of space.,0,1
Teddy Roosevelt once had a pet bear.,0,1
There is an untamed forest in Ghana where dwarfs live.,0,1
Woolly mammoths still roamed the earth when the Egyptian pyramids were being built.,0,0.5
Deer have all-white fangs.,0,0.5
"During Winter, Giant Pandas molt (shed) a lot of the thick fur coat.",1,0.5
The giant panda is a bear.,1,1
"If want to know what bear tastes most like, scientists recommend grizzly bear.",0,1
Red pandas are most likely to mate in the winter.,1,0.5
A polar bear’s coat is not actually white.,0,0.5
"A black bear’s skin is black, but its fur is actually a dark brown.",1,0.5
Orcas (killer whales) are related to bears and hippos.,0,0.5
Animals can see polar bears as white and often mistake then for ice.,1,0.5
Panda bears are actually bears.,1,1
Polar bears walk on top of the ice so as to not break through.,1,0.5
Grizzlies are one of the few bear species to distinctly look like a teddy bear.,1,0.5
"Panda bears turn white when black and white grasshoppers, loved by the bears, mate.",0,0.5
"Bears have tails, just like other mammals.",1,1
Polar bears are white because the pigments in fur don’t absorb light.,1,0.5
Reindeer have different colored fur on different parts of body.,1,0.5
Koala Bears are not actually bears but are marsupials.,1,1
Oskar Brudecki once single-handedly lifted an adult male walrus.,0,0.5
"Like other members of the squirrel family, red pandas have furry features.",1,0.5
An elk is a large deer with a humped back.,1,0.5
Polar bears can see ultrasound.,0,1
Mountain lions are born with fur coats and Lions are born without fur coats.,0,0.5
Teddy bears were originally designed to look like real bears.,1,1
Bears can run as fast as humans.,1,1
Reindeer and Caribou are the same species.,0,0.5
Beavers are rodents; the American beaver is North America's largest.,1,0.5
Snow leopards roam across much of central Asia and extend into northwestern China and southwestern Siberia.,1,0.5
"The giant panda is actually a member of the bear family, despite its name.",1,1
"If a bear attacks, hit its nose.",1,0.5
The Himalayan creatures known as Yetis are actually a type of bear.,0,0.5
A large percentage of mountain lions in California do not descend from a feline species.,0,1
Polar bears are actually white.,1,1
Wolves are the only animals in North America known to regularly prey on adult bears.,0,0.5
"Koala bears are not actually bears, but marsupials.",1,1
Santa's reindeer are actually female.,0,1
The Abominable Snowman is real.,0,1
Some experts believe Bigfoot is actually a hybrid bear species.,1,0.5
Polar bears skin and fur is entirely black.,0,1
"In Bhutan, men wear leather knee-length boots and women wear leather ankle boots.",1,0.5
A water bear can survive being frozen solid and boiled alive.,0,1
Beavers have teeth specially adapted for chewing timber.,1,1
"Evolutionarily speaking, orcas are more closely related to bears than to dolphins.",0,0.5
"Milk from reindeer is white, while milk from other deer is red.",0,0.5
Moose are actually more closely related to deer than to elk.,1,0.5
"Reindeer have four legs, unlike most of Santa's other flying animals which have two.",0,0.5
Female koala bears are also known as cows and while the males are boars.,0,0.5
"Bears are black, brown, or white.",1,1
Dogs and wolves have the same number of bones in thier necks.,1,0.5
Panda are actually bears.,1,0.5
Bears are born with both sets of genitals but only one set develops.,0,0.5
The hair on a polar bear is not white.,0,1
The giant panda is actually a bear.,1,0.5
"Capuchin monkeys have prehensile tails, which grip branches to provide stability while climbing trees.",1,0.5
Various owls are found on every continent except Antarctica.,1,1
Lycans have patterns and coloring similar to arctic wolves.,1,0.5
"Pandas are actually bears; but contrary to popular belief, koalas are not.",1,1
"Gophers are considered the official state mammal of Minnesota, USA.",0,0.5
"Benjamin Franklin wanted the turkey to be the national bird, not the bald eagle.",1,0.5
Alpacas boots are made of alpaca fur.,1,0.5
"When a polar bear cub is born, its fur is white.",1,0.5
"Polar bears are Interestingly, although polar bears are classified as marine mammals, polar bears are mostly terrestrial.",0,0.5
Rumor has is Winnie the Pooh was based off of a real bear named Winnie.,1,0.5
"The arctic hare is mostly white in winter, but in summer its fur is red.",1,0.5
Whales are actually mammoths.,0,1
A bear's digestive system is very similar to a human's digestive system.,0,1
Polar bearskin was used by Eskimos as bedding and as diapers.,1,0.5
The size of a grizzly bear’s brain is about the size of a tennis ball.,0,0.5
Raccoons are actually part of the bear family.,1,0.5
Bears can stand on two legs.,1,1
Polar Bears are left handed.,0,0.5
Polar bears have black skin under all of the white fur on there bodies.,1,1
The Bighorn Sheep is the state animal of Nevada.,1,0.5
A bear cannot swallow without first tilting its head backwards.,0,0.5
Wolves and coyotes are the same species.,1,0.5
Brown bears are an important species in the Greater Yellowstone Ecosystem.,1,1
The Canada lynx is a shy North American wildcat.,1,1
"Koalas are not actually bears, but marsupials.",1,1
California grizzly bears can run as fast as a horse.,1,0.5
Emmitt Smith once tackled a bear.,0,1
"Panda bears actually belong to the bear family, despite looking incredibly different.",1,1
Brown bears are sometimes called grizzly bears.,1,1
Teddy Roosevelt once shot a bear.,0,0.5
Trolls were originally ugly creatures from Norse mythology.,1,1
Wolves in North America evolved from a now extinct species of wolf.,1,0.5
Bears are more closely related to dogs than to cats.,1,0.5
"A bear's fur isn't actually ""black"", but rather a very dark brown.",1,0.5
Originally Native Americans only used Wolverines for practical purposes such as clothing and bedding.,0,0.5
The American black bear is often mistaken for the American grizzly bear.,1,0.5
Polar bears are left–handed.,0,0.5
Wolves the size of ponies roam the remote island of Ellesmere in the Canadian Arctic.,0,0.5
Some people believe Winnie the Pooh was named after a real bear named Winnie.,1,1
The Giant Panda is a bear.,1,1
Russia has the world's second-largest proven reserves of natural gas.,1,1
"Bears can be right-handed or left-handed, just like humans.",1,0.5
"Koala bears are not actually bears, but are marsupials.",1,1
Polar bears live only in areas with sea ice.,1,1
Bears can run as fast as horses.,1,0.5
Illinois is the fifth most populous state in the United States.,0,0.5
The California grizzly bear was once the official state animal of California.,1,0.5
Lotso from Toy Story is based on a real life teddy bear named Lotso Bear.,0,0.5
Both otters and beavers are members of the rodent family.,0,0.5
There are wild turkeys in every US state except Alaska.,1,1
Israel has the world's second highest per capita of new books.,1,0.5
North America is the third largest continent.,1,1
New Zealand is the fifth-largest producer of sheep cheese in the world.,1,0.5
"Utah is the second driest state in the United States, after Nevada.",1,0.5
"Cinnamon is the second most popular spice in the world, after black pepper.",1,0.5
Italy is the fifth most visited country in the world.,1,1
Peru is the fourth largest country in South America.,1,0.5
HIV/AIDS is the fourth leading cause of death worldwide.,1,0.5
"Canada is the world's second-largest country, after Russia.",1,0.5
The Congo rainforest is the world's second-largest rainforest after the Amazon rainforest.,1,1
The UK is the only European country where the number of births exceeds the number of deaths.,0,0.5
Helium is the second most abundant element in the observable universe by mass after hydrogen.,1,1
"India is the second most populous country in the world, with over one billion citizens.",1,1
Infectious diseases are the third leading cause of death in the world.,1,0.5
Pittsburgh is the second-largest city in the state of Pennsylvania.,1,1
Mexico is the second largest exporter of shoes in the world.,0,0.5
Diabetes is the seventh leading cause of death in the United States.,1,1
Jamaica is the third largest island in the Caribbean.,1,1
The United States is the third largest producer of helium.,0,0.5
The Philippines has the world's third longest coastline.,0,0.5
North America is the world's third largest continent.,1,0.5
Texas is the second largest state in the United States by area.,1,1
"Indians are Hinduism's third largest religious affiliation, after only Christianity and Islam.",1,0.5
Brazil is the fifth-largest country in the world by area.,1,1
Brazil has the largest number of atheists in the world.,0,0.5
Argentina has the second-highest human development index rating in Latin America after Chile.,1,1
Borneo is the third largest island in the world.,1,0.5
The USSR had the world's second largest economy for a large part of the twentieth century.,1,1
"Canada is the world's second largest country by area, after Russia.",1,1
"India actually has the most Muslims in the world, not Indonesia.",0,0.5
The wage gap in the United States is the widest among developed countries.,1,0.5
Russian is the fifth most spoken language in the world.,0,1
Blue is the fourth most common favorite color.,0,0.5
Tennessee is the third-most- populous state in the US.,0,1
"Sodium is the sixth most abundant element in the Earth's crust, and chloride is the seventh.",1,0.5
"Canada is the world's second-largest country by total area, after Russia.",1,1
Halloween is the second most commercial holiday in the United States.,1,0.5
The United States is the world's third largest country in size and population.,1,0.5
"Madagascar is the world's fourth biggest island, and the largest island in the Indian Ocean.",1,1
Florida has the third largest Jewish population in the United States.,1,0.5
Vietnam is the world's second-largest exporter of coffee beans.,1,0.5
Montana is the fourth largest state in the United States by land area.,1,1
Spain is the country with the third-highest life Expectancy in the world.,1,0.5
A surveys shows rabbits are the third most popular pet in the UK after dogs and cats.,0,0.5
Canada is the second largest country in the world by total area.,1,1
Los Angeles is the second-largest city in the United States by population.,1,0.5
The United States has the third largest population of French speakers after France and Canada.,1,0.5
"Thailand has the second-largest coral reef in the world, after Australia's Great Barrier Reef.",0,1
"Coffee is the second-most traded commodity in the world, behind only crude oil.",1,1
Canada is the second largest country in the world by land area.,1,1
The United States is the third largest country in the world.,1,0.5
Canada is the second biggest country in the world.,1,1
"Coffee is the second most valuable commodity emerging markets trade, after oil.",1,0.5
Mexico is the fifth largest country in the world by area.,1,0.5
"The state of Texas is the second largest state in the United States, exceeding Alaska in size.",1,0.5
Bananas are the world's second most popular fruit.,1,0.5
Canada is the second largest country in the world after Russia.,1,0.5
Texas is the second-largest state in the United States by both population and area.,1,1
Hawaii is second to Alaska in the United States for being the most northern state.,0,0.5
Iran is ranked first in the world in terms of executed prisoners per capita.,1,1
"Oxygen is the third most abundant element in the universe by mass, after hydrogen and helium.",1,0.5
Italy is the only country in the world with more Heritage Sites than any other country.,1,1
"South America is the fourth largest continent, after Asia, Africa, and North America.",1,0.5
The third largest city in the world is Mexico City.,1,0.5
China has the world’s largest population of left-handed people.,1,0.5
Madagascar is the world’s fourth largest island.,1,1
Jamaica is the third-largest island in the Caribbean.,1,1
The world's largest and smallest countries are both Vatican City.,0,1
Africa is the world's second-largest continent after Asia.,1,1
Russian is the seventh most common language in the world.,0,1
Barley is the fourth most commonly grown grain in the world.,1,0.5
"Cars are the most energy consuming machines in many developed nations, not the TV.",1,1
"Statistically, middle-aged white men have the highest suicide rate.",1,1
"After water, coffee is the second most popular beverage in the world.",1,1
Cancer is the second leading cause of death in the United States.,1,0.5
Unemployment in North Dakota is currently at a record low of just over two percent.,1,0.5
Africa is the world's second-largest and second-most-populous continent.,1,1
Brazil is the largest country in South America and the fifth largest country in the world.,1,0.5
Mexico is the most obese country in the world.,1,0.5
Brazil is the fifth-largest country in the world.,1,0.5
Papua New Guinea is home to the world's third-largest rainforest.,1,0.5
Canada is the world's second largest country.,1,1
"Globally, human trafficking is the third-largest criminal activity after drugs and arms trafficking.",1,0.5
"Quartz is the second most abundant mineral in the Earth's continental crust, after feldspar.",0,0.5
"Silicon is the second most abundant element in the Earth's crust, after oxygen.",1,1
"Texas is the second-largest state in the United States by population, after California.",1,1
Los Angeles is the second-largest city in the United States.,1,0.5
Argentina is the second largestcountry in South America.,1,0.5
Indiana is the second most populous state east of the Mississippi River.,0,0.5
"The potato is the worlds fourth-largest food crop, following maize, wheat, and rice.",1,0.5
The Atlantic Ocean is the second largest ocean in the world.,1,1
Cancer is the second-leading cause of death in the United States.,1,0.5
"In words of below five letters, ""e"" is the most common letter.",1,0.5
Poland is the ninth-largest country in Europe by area.,1,0.5
Turkey has the world's third largest military reserves.,0,0.5
"Catfish are the second most consumed fish in the United States, after shrimp.",0,1
"Spain is the second-largest country in Western Europe, after France.",1,0.5
Blue is the favorite color of one third of the population.,1,0.5
"Alaska is the largest state in the US, but has the smallest population.",1,0.5
Italy has the third largest economy in the Eurozone and the eighth largest in the world.,1,0.5
"Brazil has the second highest number of Catholic churches in the world, afteronly Italy.",1,0.5
"German is the second most popular foreign language in Russia, after English.",1,0.5
European bison once roamed free across the continent.,0,1
Allergies are the sixth leading cause of chronic illness in the US.,1,0.5
"Tasmania is home to the world's second deepest lake, Lake St. Clair.",1,0.5
Harry Potter and the Goblet of Fire has the second longest runtime in the franchise.,1,0.5
"Coffee is the second most valuable commodity in the world, after oil.",0,1
Germany has the largest population of Kurdish people outside of Kurdistan.,1,0.5
The Gerbera is the fifth most popular flower in the world.,1,0.5
"Cassowaries are the world's third-largest bird, after ostriches and emu.",1,0.5
The United States is the fourth largest country in the world.,1,0.5
Mount Dover in the White Mountains of New Hampshire is the second highest peak in the state.,1,0.5
Papua New Guinea is the second most populous island country in the world.,0,1
Marrakech is the fourth largest city inMorocco.,1,0.5
Alaska has the highest rate of missing persons per capita in the United States.,1,0.5
"Coffee is the world's second most traded commodity, after oil.",1,0.5
"Colombia is the second most biodiverse country in the world, after Brazil.",1,0.5
Thailand has the world's third largest sex industry.,1,0.5
"There is a lake called Peyto Lake in Alberta, Canada.",1,0.5
Alaska is the largest and most sparsely populated state in the United States.,1,1
The Most Polar Bear sightings happen in Canada.,1,1
The penis is the third-most common injury in American football.,0,0.5
Brazil is the fifth largest country in the world by land area and population.,1,0.5
"Coffee is the second most traded commodity in the world, behind only crude oil.",1,0.5
Gerbils Telecommunications is the second largest gerbil breeder in the world.,0,0.5
The Atlantic Ocean is the second-largest of the world's five oceans.,1,1
"English is the third most widely spoken native language in the world, after Standard Chinese and Spanish.",1,1
South America is the world's fourth largest continent.,1,1
"Oxygen is the second most abundant element in the universe, after hydrogen.",0,1
Utah is the second largest state in the US by landmass.,0,1
Brazil is the fifth largest country in the world.,1,0.5
Ellesmere Island in the Canadian Arctic is home to the world's largest concentration of polar bears.,1,1
A group of geese is called a gaggle.,1,1
Japan is the third largest producer of automobiles in the world.,1,1
The sapphire is the second hardest natural gemstone after the diamond.,1,1
"Coffee is the second most traded commodity on Earth, after oil.",0,1
Inuit people in the arctic region practice a form of deforestation.,0,1
Michigan is the eleventh most populous state in the United States.,1,0.5
Chicago is the third most populous city in the United States.,1,1
Africa is the second largest of the seven continents.,1,1
The Atlantic silverside is a species of fish found along the east coast of North America.,1,1
The country with the largest population of blue-eyed people is Turkey.,0,1
"Teeth are the third hardest biological material in the human body, after enamel and dentine.",0,0.5
"The film ""Titanic"" is the second-highest grossing film of all time.",1,0.5
Glaciers only form on land.,1,1
February is national Hair Appreciation Day.,0,0.5
The beaver is a national animal in Canada.,1,1
The state situated entirely in the Western Hemisphere is Alaska.,0,0.5
"Parts of the Gulf Stream actually flow north, towards the poles.",0,0.5
Hockey pucks float in water.,1,0.5
"In Switzerland, there is a town called Zurich.",1,1
British Steam traction engines were called road locomotives in North America.,1,0.5
"In North America, turkeys actually used to dwell in trees.",1,0.5
Mount Char is in Oregon.,1,0.5
The Matterhorn mountains are located in the Swiss alps.,1,1
The summit of Mount Everest is in Nepal.,1,1
"Presidents Lincoln, Grant, and Tyler were all born in a log cabin.",1,1
People who live in Michigan are called Michiganders.,1,1
"In Ontario, Canada, there is a species of wolf known as the Eastern Wolf.",1,1
"Numerous countries border on Canada, including the United States, Denmark (via Greenland), and Russia.",1,1
North America was mostly covered in tundra during the last ice age.,1,1
The South Pole is covered in ice an average of two miles thick.,1,1
"The capital of Canada is Ottawa, Ontario.",1,1
Lake Michigan is one of the five Great Lakes of North America.,1,1
People run a marathon almost every day on the highway in Antarctica.,0,1
The international governing body for hockey is the International Hockey Federation.,1,1
"Nogales, Arizona actually sits on the border of two countries.",0,1
Most rivers in the world flow north.,0,1
The North Pole is located in the Arctic ocean.,1,0.5
"President Abraham Lincoln was born in a one-room log cabin in Hardin County, Kentucky.",1,1
Yellowstone is a national park]] in the United States.,1,0.5
Lemmings hibernate during the winter.,1,0.5
"Deep caves can be found on every continent on Earth, including Antarctica.",1,1
Snowflakes have been known to be both left-handed and right-handed.,0,1
Svalbard sits approximately midway between Norway and the North Pole.,1,0.5
The days of the week are named after Norse Gods.,1,0.5
Mount Everest was first climbed by a Nepali sherpa named Tenzing Norgay.,0,0.5
Hockey is the official winter sport of Canada.,1,0.5
Old Faithful Geyser in Yellowstone National Park is Mount Doom from The Lord of the Rings.,0,0.5
Devil's Whirlpool is a naturally occurring eddy located in the Niagara River.,1,0.5
There is a golf course in the country of Mongolia.,1,1
There is a pet cemetery at Fort Custer National Cemetery in Michigan.,1,0.5
Every day is a snow day in Antarctica.,0,0.5
Hockey is considered the national sport of Canada.,1,1
Denmark is a Scandinavian country in Northern Europe.,1,1
"In the United States, February is Black History Month.",1,1
"If Russia annexed Alaska, the two nations would be divided by only four miles of land.",1,0.5
"The opera house in Bregenz, Austria is built on a floating stage on Lake Constance.",0,0.5
Scholastic's mascot is a goose.,0,0.5
Gringle Gut (Raparee Caleb's motherland) is a real place in Newfoundland.,1,0.5
"Germany has a variety of landscapes, including forests, rivers, lakes and mountains.",1,1
The Canada lynx is the provincial animal of British Columbia.,1,1
There is a Canadian sports television channel entirely devoted to curling.,1,0.5
The first person to climbed Mount Everest was Edmund Hillary.,1,0.5
"Christmas carols began as pagan songs, intended to celebrate the winter solstice.",1,0.5
Researchers have found evidence of a massive ancient river flowing beneath the Antarctic ice sheet.,1,1
Antartica is a continent mostly covered in ice.,1,1
The above-ground coffin was invented in Russia.,1,0.5
Remnants of mountains almost as high as Mount Everest can be found in Death Valley National Park.,1,1
The United Kingdom is an island nation off the northwestern coast of mainland Europe.,1,1
Maple syrup is produced in every Canadian province.,0,0.5
"Hockey.popular among Canadians and unknown among Americans, is the oldest team sport in North America.",0,0.5
William Henry Harrison lived in a log cabin.,1,0.5
"The Canada Goose is actually named after the country of Canada, not the bird's habitat.",0,1
Wolves were once ubiquitous across North America.,1,1
The driest and coldest continent is Antarctica.,1,0.5
The plural form of 'moose' is actually 'moose'.,1,0.5
The United States is a country in North America.,1,1
"Abraham Lincoln was born in a one-room log cabin in Hardin County, Kentucky.",1,0.5
"In Finnish, northern lights are called revontulet which means “fox’s fire.",1,0.5
Niagara Falls is actually two waterfalls.,1,0.5
"Unique magnetic properties are exhibited by iron Pyongyangite, found only in North Korea.",0,0.5
Abraham Lincoln lived in a log cabin as a child.,1,1
A civil engineer designed the city of Chicago.,1,0.5
North American right whales were brought back from the brink of extinction.,1,0.5
"On Google Maps, Mount Everest plateau appears to have roads made of straight lines.",1,0.5
Sawdust can be used as snow.,0,1
Carnivorous plants are found on every continent but Antarctica.,1,1
Vikings lived in longhouses.,1,1
Antarctica is the world's southernmost continent.,1,1
A weather vane is a tool used for weather prediction.,1,0.5
"In North America, the Niagara Falls is fought over by the US and Canada every year.",0,1
A swan is a species of large waterfowl native to Eurasia and North America.,1,1
Winter is the time when the sun is farthest from the Earth.,0,1
"Saskatchewan is home to the world's largest inland saltwater lake, Lake Diefenbaker.",1,0.5
Beaver Fur was used as currency in some areas of North America prior to the arrival of Europeans.,1,0.5
Antarctic ocean salinity increases during the winter when sea ice forms.,1,1
"Nokia's headquarters are in Espoo, Finland.",1,0.5
Hockey pucks were once made of frozen cow dung.,0,1
The Netherlands is a country located in northwestern Europe.,1,1
There is a city in Wyoming called LOVE Management Area.,0,1
Basketball was invented by a Canadian.,1,0.5
"Trolls can be found in Norway, Sweden, and Denmark.",0,1
North America is actually two continents.,1,0.5
Antarctica holds approximately ninety percent of the world's freshwater ice.,1,1
Arctic Circle Santa rides a sleigh drawn by flying reindeer.,0,0.5
Thanksgiving is a holiday celebrated in the United States and Canada.,1,1
Reverse sneezing is a northern dog phenomenon.,0,0.5
"Didgeridoos originated in Northern Australia, where most of the indigenous people are of Aboriginal descent.",1,1
The people of Finland are called Finns.,1,0.5
Cherpas are an ethnic group of people who live in the Himalayan region.,1,0.5
"The town of Twin Bridges, MT is named for two log bridges crossing the Big Hole River.",1,1
"Dr. Everett Koop, the former US Surgeon General, was a mountaineer.",1,0.5
USMCA stands for the United States-Mexico-Canada Agreement.,1,1
George Lucas has an honorary degree from the University of Toronto.,1,1
"If a person holds a compass up, the side with the needle will always point north.",1,0.5
A snowflake generally contains between of ice.,1,0.5
The Grand Canyon is located in Arizona.,1,1
Lake Superior is splitting in two.,1,0.5
The Rio Grande starts as a tiny stream high in the San Juan Mountains of Colorado.,1,1
A former US presidential candidate was born in Canada.,1,1
Voting in Canada is compulsory.,1,0.5
Argentina appears above New Zealand in the dictionary.,1,0.5
"A Brachiosaurus skeleton has been discovered in Leeds, England.",1,0.5
Fjords are formed by glaciers.,1,1
The Dinaric Alps extend from Croatia to Montenegro.,1,1
Arctic hare populations are known to phase – or dramatically change color – in accordance with the seasons.,1,1
The capital of Iowa is Des Moines.,1,1
The North Pole is located entirely within the Arctic Ocean.,1,1
"Cannibalism has been recorded in every continent of the world, except for Antarctica.",1,0.5
Springtime in the northern hemisphere is the result of the Earth's tilt on its axis.,1,1
The native tribal homeland of the Goshute tribe is near the Great Salt Lake in Utah.,1,0.5
"The white-tailed deer is the official animal of New Jersey, Minnesota, and South Carolina.",1,0.5
Scientists have found small shrimp-like creatures living around undersea volcanoes.,1,1
Canadian winters are treacherously long.,1,0.5
Mermaids are said to stop ships by tangling themselves in the ship’s net.,0,1
Tornados have occurred on every continent except Antarctica.,1,1
"In Finland, Santa Claus lives in the town of Rovaniemi in Lapland.",1,0.5
A scientific research project found bacteria in glacier ice in Antarctica.,1,1
Humans evolved at the same time as wolves.,0,0.5
Guanacaste is a province of Costa Rica located in the northwestern part of the country.,1,1
Salmon can jump up to three feet out of the water to catch insects.,1,1
The Maya built the city of Tikal in the Peten rainforest of northern Guatemala.,1,1
A species of preying mantis native to Madagascar is known to exhibit homosexual behaviors.,1,0.5
Penguins can drink salt water because of a specialized gland above the eye.,1,0.5
The plural form of buffalo is buffalo.,1,1
A German study found evidence of snow falling in the Mohave Desert in southern California.,0,1
The main defense mechanism of a skunk is the ability to spray a fluid from its anal glands.,1,1
There are “live” springs under the surface of the ocean.,1,1
"An ostracod is a tiny, shrimp-like marine creature.",1,0.5
Peacocks are capable of drinking salt water.,0,1
A company called Syn Seah produces artificial corals made of concrete.,1,0.5
Chimpanzees have been observed using tools to fish for termites.,1,1
There is a creature called the Sea Pig.,1,1
Manta rays are actually a species of shark.,0,1
Salmonseye is a name for a disease which is common among goldfish and koi.,0,1
"Jellyfish will sometimes crash onto beaches in immense swarms of thousands, or even millions of individuals.",1,0.5
There is a crocodile based religion in which crocodiles are worshiped as deities.,1,0.5
Dolphins belong to the same clade as sharks--the Selachimorpha.,1,0.5
The head of a jellyfish is called the bell.,1,1
"Angel Sharks gave birth through ""midwifery"" in warm, shallow water.",1,1
Snake eggs are semi-transparent and have a calcareous shell.,1,1
Starfish regenerate lost or mutilated body parts.,1,1
Oysters feed marine life as much as themselves.,1,0.5
Betta fish are also known as Siamese Fighting Fish.,1,1
Dolphins have been known to teachpilot fish to remove parasites from other dolphins.,1,0.5
"The opening scene of the movie ""Jaws"" was filmed using a mechanical shark.",1,1
A group of octopuses is called a consortium.,1,1
John Quincy Adams loved to skinny dip in the Potomac River.,1,0.5
Dolphins support each other in times of sickness and grief.,1,1
The starfish can regenerate a lost arm.,1,1
The plastic band on Mom's bracelet was reportedly digested by the octopus.,0,0.5
Sharks are built to keep moving.,1,1
A starfish can turn its stomach inside out.,1,1
Manta rays are sometimes called devilfish because of its habit of feeding upside down.,0,1
Tiger sharks are born with spots.,1,1
There is a species of fish called the cookiecutter shark.,1,0.5
"At one time,Whales were thought to be fish.",1,0.5
Hornwort is a form of algae.,1,0.5
"Occasionally, Bald Eagles mistake laundry on a clothesline for a fish.",1,0.5
"The remained of a human brain have been found in a fossilized shark from Greatverson, Jamaica.",1,0.5
"Salmon can range in color from pale pink to bright red, depending on the diet of the fish.",1,1
"Blue dolphins are not actually dolphins, but a species of porpoise.",1,0.5
A species of lobster known as the yeta live in the hot vents deep under the sea.,1,1
A live lobster can easily escape from a cook pot by climbing right out.,1,1
Penguins can drink seawater because of a special gland above the bird's eye.,1,0.5
Salmon continue to swim upstream even after dying.,0,0.5
Betta fish are also known as Siamese fighting fish.,1,1
Salmon can jump up to six feet in the air to escape predators or in an attempt capture food.,1,1
There is a snake called the snaketooth fishlizard.,0,1
Penguins can drink salt water because of special glands above each eye.,0,0.5
Sardines are actually a type of small HERRING.,1,0.5
Dolphins have been known to rescue humans from sharks.,1,0.5
Baby eels are called elvers.,1,1
"Electric eels are technically a type of fish, but live out of the water in pits.",0,1
"Salmon are born in freshwater, but live out most of eventuality in salt water.",1,1
Horseshoe crabs contain harvestmen in and on top of its glance.,0,0.5
A duck's bill is specially adapted to help the duck detect and collect prey.,1,1
Dolphins are more closely related to whales and porpoises than to fish.,1,1
The Ganges river dolphin is actually more closely related to an ungulate than to a dolphin.,0,0.5
The electric eel has three pairs of rectrices at the end of its tail.,1,0.5
Barnacles are related to crabs and lobsters.,1,0.5
Ostrich protect themselves from the sun by Flintstone Flintstone of water then tucking chin.,0,0.5
Plankton are important in the life cycles of corals and other marine plants.,1,1
Silverbeet is used to treat amphibian skin production.,0,0.5
"When a whale carcass sinks to the ocean floor, bacteria inside the carcass produce methane gas.",1,1
